Certificate,Name,Year,Rating,RatingReason,Studio
630,Richard,1972,PG,,Billings Associates
631,Embassy,1972,PG,,K-Tel International
632,"Legend Of Frenchie King, The",1972,R,,K-Tel International
633,Keep On Rockin',1972,PG,,"Pennebaker, Inc."
634,"Legend Of Boggy Creek, The",1972,G,,P & L Productions
635,Smash-Up Alley,1972,G,,Countrywide Dist. Corp.
636,Que Hacer,1972,R,,"TWI National, Inc."
637,"Half-Breed, The",1972,G,,"Twi National & TWI National, Inc."
638,Disciples Of Death,1972,PG,,Artists International Distribution
639,"Last House On The Left, The",1972,R,,Hallmark Releasing
640,"Love Object, The",1972,R,,Joseph Brenner Associates
641,Imperial Venus,1972,PG,,International Co-Productions
642,"Mad Bomber, The",1972,R,,Cinemation Industries
644,Grave Of The Vampire,1972,PG,,"Entertainment Pyramid, Inc."
645,"Keep Off, Keep Off",1972,PG,,Gamalex Associates
646,"Red, White And Busted",1972,R,,"Harold Robbins, International"
647,Irish Whiskey Rebellion,1972,PG,,"Cinerama, Inc."
648,Jango,1972,R,,Jack Vaughan Productions
649,Confessions Of Tom Harris,1972,PG,,Gateway Films
650,Orgy At Lil's Place,1972,R,,William Mishkin Mot. Pictures
651,Asylum Of Satan,1972,PG,,Studio I Pictures
652,Sins Of Rachel,1973,R,,R.A. Enterprises
653,Five At The Funeral,1972,PG,,Gamalex Associates
654,What A Way To Die,1972,R,,William Mishkin Mot. Pictures
655,Kill Me Gently,1972,PG,,Sunset International
656,Horror Of Blackwood Castle,1972,PG,,Sunset International Releasing
657,Garden Of The Dead,1972,PG,,Entertainment Pyramid
658,Why,1972,PG,,Hallmark Releasing
659,Another Nice Mess,1972,PG,,Fine Films
660,Sex And The Lonely Woman,1972,R,,Sunset International
661,Spree,1972,R,,United Producers Releasling
662,Should A School Girl Tell?,1972,R,,Sunset International
663,Escape To The Sun,1972,PG,,"Cinevision Films, Ltd."
664,Carbon Copy,1972,PG,,Stellar IV Film Corp.
665,Fangs Of The Living Dead,1972,PG,,Europix International
666,Slaughter Hotel,1972,R,,Hallmark Releasing
667,Simon Bolivar,1972,PG,,G.G.P. Releasing
668,George,1972,G,,Capital Productions
669,Alabama's Ghost,1972,PG,,Ellman Enterprises
670,Psyched By A 4D Witch!,1972,R,,Emerson Film Enterprises
671,It Ain't Easy,1972,PG,,"Dandelion Productions, Inc.  - [Production Co.]"
672,"Man With The Glass Eye, The",1972,PG,,Sunset International Releasing
673,"Undertaker & His Pals, The",1972,R,,Geneni Film Distribution
674,Pepper And His Wacky Taxi,1972,G,,"Group I Films, Inc."
675,"Games Schoolgirls Play, The",1972,R,,Sunset International Releasing
676,"Embalmer, The",1972,PG,,Geneni Film Distribution
677,Shangri-La,1972,R,,Kevin Duffy Productions  - [Production Co.]
678,Death Of A Jew,1972,PG,,Cine Globe
679,Crazed Vampire,1972,R,,Boxoffice International
680,"Asphyx, The",1972,PG,,Paragon Pictures
681,Honeycomb,1972,PG,,Cine Globe Inc.
682,Virgin Cowboy,1972,R,,Cal Vista International
683,Molly And Lawless John,1972,PG,,Producers Dist. Corp.
684,Every Afternoon,1972,R,,"Sherpix, Inc."
685,I Dismember Mama,1972,R,,Valiant International
686,When Women Played Ding Dong,1972,R,,Paragon Pictures
687,Vampire Playgirls,1974,R,,"Motion Picture Marketing, Inc."
688,Kiss Me Monster,1972,R,,Joseph Green Pictures
689,Sadist Erotica,1972,R,,Joseph Green Pictures
690,How Did A Nice Girl Like You...?,1972,R,,Saxon Films
691,House Of Missing Girls,1972,R,,Jack Harris Enterprises
692,Thirty Dangerous Seconds,1972,PG,,Aries Venturs  - [Production Co.]
693,"Fearmaker, The",1972,PG,,Seventh Seal Distribution
694,Delirium,1972,R,,Romatt Releasing
695,Foursome,1972,R,,Hallmark Releasing
696,"Washington, B.C.",1972,PG,,First American Films
697,"Great Hitch-Hike Race, The",1972,PG,,"Power & Communications, Inc. - [Production Co.]"
698,Three Dimensions Of Greta,1972,R,,General Film Corp.
699,3 On A Meathook,1972,R,,Studio I Pictures
700,Pirahna! Pirahna!,1972,PG,,Seventh Seal Distribution
701,Santa & The Ice Cream Bunny,1972,G,,R & S Film Enterprises
702,Santa And The Magic Fountain,1972,G,,"Finest Film, Inc."
703,Encounter With The Unknown,1972,PG,,Centronics International
704,"Circle, The",1972,PG,,Circle Productions
705,To Hell You Preach,1972,R,,"Sherpix, Inc."
706,Drag Racer,1972,G,,Artists International
707,Blood Waters Of Dr. Z,1972,PG,,Capital Productions
708,"Room Of Chains, The",1972,R,,"Group I Films, Inc."
709,"Wild, Free And Hungry",1972,R,,Boxoffice International
710,Bandidos,1972,PG,,Stellar IV Film Corp.
711,"Train For Durango, A",1972,PG,,Stellar IV Film Corp.
712,Ciao! Manhattan,1972,R,,"Maron Films, Lt."
713,"Roommates, The",1972,R,,General Film Corp.
714,World Sex Report,1972,X,,"Merritt-White, Ltd."
715,Blood Freak,1975,R,,Clamil Productions
716,Harry And The Hookers,1972,R,,Joseph Brenner Associates
717,Mark Of The Devil,1972,R,,Hallmark Releasing
718,"Place Called Today, A",1972,X,,Avco Embassy Pictures
719,Swedish And Underage,1972,R,,U-M Film Distributors
720,"Swiss Bank Account, The",1972,PG,,Distributors Corp.
721,Sundance & The Kid,1972,PG,,Film Ventures International
722,Savage,1972,R,,New World Pictures
723,"Touchables, The",1972,R,,Boxoffice International
724,"Silent Night, Bloody Night",1972,R,,Cannon Releasing Corp.
725,Mark Of The Vampire,1972,G,,MGM Film Company
726,Under Milk Wood,1973,PG,,Altura Films
727,Fist & Steel--The Concubines,1972,R,,Boxoffice International
728,Man Of Legend,1972,R,,International Co-Productions
729,Cries And Whispers,1972,R,,New World Pictures
730,Vice Or Versa,1972,X,,Jemco Films
731,"Abductors, The",1972,R,,Joseph Brenner Associates
732,Satan's Playthings,1972,R,,"Motion Picture Marketing, Inc."
733,Season Of The Witch,1972,R,,Enterprises Productions
734,Arnold's Wrecking Company,1972,PG,,Cine Globe
735,Death In The Red Jaguar,1972,PG,,Cal Vista International
736,Doctor In Trouble,1972,R,,Hemisphere Pictures
737,Maxie,1972,R,,Lendor International
738,Free,1972,R,,Indie-Pix Releasing
739,Banana Monster,1973,PG,,"Jack H. Harris Enterprises, Inc."
740,"Man Called She, A",1973,R,,R.S.V.P. Releasing
741,Ten For Two,1973,PG,,Variety Films
742,Night Of The Cat,1973,R,,Dominant Pictures
743,Vanishing Wilderness,1973,G,,"Pacific International Enterprises, Inc."
744,Scream Baby Scream,1973,R,,Westbury Films Ltd.
745,Bad Man's River,1973,PG,,Scotia International
746,Wonder Women,1973,PG,,General Film Corp.
747,Commuter Husbands,1973,R,,Scotia International
748,Blood,1973,R,,Bryanston Distributors
749,"Legacy Of Satan, The",1973,R,,Bryanston Distributors
750,"Plastic Fantasy Of Primo Afghani, The",1973,R,,G.A. Film Associates
751,"Female Response, The",1973,R,,Trans American Films
752,When Women Had Tails,1973,R,,Film Ventures International
753,Hannah Queen Of The Vampires,1973,PG,,"Atlas Films, Inc."
754,Island Of Lost Girls,1973,R,,Saxton Films
755,Never Look Back,1973,G,,American Cinema
756,"Man From Clover Grove, The",1973,G,,American Cinema
757,"Harder They Come, The",1973,R,,New World Pictures
758,"Single Girls, The",1973,R,,Dimension Pictures
760,Bad Charleston Charlie,1973,PG,,Int'L. Cinema Corp.
761,Ten From Your Show Of Shows,1973,G,,Pinnacle Productions
762,"Family, The",1973,R,,International Co-Productions
763,Come Play With Us,1973,R,,Saturn International Pictures
764,"Harrad Experiment, The",1973,R,,Cinerama Releasing
765,Hitler's Strange Love Life,1973,PG,,American Film Producers - [Production Co.]
766,"Bagel Report, The",1973,X,,H.H.W. Productions  - [Production Co.]
767,Blood Voyage,1973,R,,Cineworld
768,Pippi Longstocking,1973,G,,G G P Releasing Company
769,Booby Trap,1973,R,,Boxoffice International Pictures
770,"Clones, The",1973,PG,,Film-Makers International
771,Blacksnake!,1973,R,,Signal 166 Inc.
772,"Candy Snatch, The",1973,R,,General Film Corp.
773,Brother On The Run,1973,R,,Fred Williams Productions  - [Production Co.]
774,Stranger At Home,1975,PG,,American Films
775,L'Amour,1973,R,,Altura Films International
776,Women For Sale,1973,R,,Independent-International
777,Kiss Me Quick,1973,X,,Boxoffice International
778,Legacy Of Blood,1973,R,,Fanfare Corp.
779,Raw Meat,1973,R,,American International Pictures
780,Bloody Friday,1973,R,,Sunset International Releasing
781,"Godson, The",1973,X,,Boxoffice International
782,"Manhandlers, The",1973,R,,Premiere Releasing
783,Josefine M.,1973,R,,LBJ Films Distributors
784,Prison Girls,1973,X,,United Producers
785,"Matter Of Winning, A",1973,G,,American Cinema
786,"Big Bust Out, The",1973,R,,New World Pictures
787,Willie And Scratch,1973,R,,Apollo Productions
788,Bummer,1973,R,,Entertainment Ventures
789,"Crazies, The",1973,R,,Cambist Films
790,Naked Rider,1973,R,,EMC Film Corp.
791,"Flesh And Blood Show, The",1973,R,,Entertainment Ventures
792,Cry Rape,1973,R,,Joseph Brenner Associates
793,Night Of The Strangler,1973,R,,Howco International
794,Student Teachers,1973,R,,New World Pictures
795,Ripoff,1973,R,,C.D.M. Film Dist. Corp.
796,"Devil's Wedding Night, The",1973,R,,Twenty First Century Dist.
797,"Awakening, The",1973,R,,Cinepix - U.S.A. Inc.
798,"Run Virgin, Run",1973,R,,International Producers
799,"Beast & The Vixens, The",1973,R,,Alston-Zanitsch
800,Eroticon,1973,X,,Adelphia Pictures Corp.
801,Smack,1973,R,,Hallmark Releasing
802,Massage Parlor '73,1974,R,,Brian Distributing
803,Ground Zero,1973,PG,,Giant 4 Enterprises
804,Sex Madness,1973,PG,,New Line Cinema
805,Super Swinging Playmates,1973,R,,"Dart Enterprises, Inc.  - [Production Co.]"
806,Double Possession,1973,R,,Kelly-Jordon Distribution Co.
807,Miss Melody Jones,1973,PG,,"American Films, Ltd."
808,Naked Evil,1973,PG,,Saxton Films
809,Gorilla Gang,1973,R,,Saxton Films
810,"Duel Of The Iron Fist, The",1973,R,,United International Pictures
812,Terminal Island,1973,R,,Twenty First Century Dist.
813,Daddy's Deadly Darling,1973,R,,Affiliated Film Distribution
814,Deadly Fathoms,1973,G,,Hms Film Corp.
815,"Daring Dobermans, The",1973,G,,Dimension Pictures
816,Dangerous Relations,1973,PG,,Belford Productions
817,Don't Look In The Basement,1973,R,,"Cine Globe, Inc."
818,Female Fever,1973,R,,Adpix Inc.  - [Production Co.]
819,Fox Style,1973,R,,Presidio Productions
820,Kung Fu - The Invisible Fist,1973,PG,,United International Pictures
821,Reefer Madness,1973,PG,,New Line Cinema
822,Playmates,1973,R,,Jack Harris Enterprises
823,Teenage Tramp,1973,R,,NMD Film Distributing
824,Apartment On The 13Th Floor,1973,R,,Hallmark Releasing
825,Diary Of A Rape,1973,R,,"Group I Films, Ltd."
826,Fearless Fighters,1973,R,,Ellman Film Enterprises
827,"Man From Deep River, The",1973,R,,Joseph Brenner Associates
828,"Place Without Parents, A",1974,PG,,Dimension Pictures
829,"Shanghai Killers, The",1973,R,,Hallmark Releasing
830,School For Unclaimed Girls,1973,R,,American International Pictures
831,How To Play The Seduction Game,1973,R,,Sunset International Releasing
832,Domo Arigato,1973,R,,"Sherpix, Inc."
833,White Devil--Black Hell,1973,X,,Cannon Releasing Corp.
834,Is There Sex After Marriage,1973,X,,"Sherpix, Inc."
835,"Jekyll & Hyde Portfolio, The",1973,X,,Haims Merchandising
836,"Headless Eyes, The",1973,X,,J.E.R. Pictures
837,Mean Mother,1973,R,,Independent-International
838,"Big Zapper, The",1973,R,,Levitt-Pickman Film
839,Nightingale,1973,R,,New World Pictures
840,West Texas,1973,G,,American Films
842,Redneck,1973,R,,Stellar IV Film Corp.
843,"Hammer Of God, The",1973,R,,Enchanted Filmarts Distribution
844,Scuba,1973,G,,Caribbean Productions
846,Down To The Sea,1973,G,,Regent Films Distribution
847,"Naughty Stewardesses, The",1973,R,,Independent-International
848,"House That Cried Murder To The Bride, The",1973,PG,,Bryanston Distributors
849,House Of The Red Dragon,1973,X,,Sterling Films
850,Goddaughter,1973,X,,Sterling Films
851,Buster And Billie,1973,R,,Columbia Pictures Industries
852,Cry Uncle,1973,R,,Cambist Films
853,Full-Time Females,1973,R,,Times Film Corp.
854,Wild Champions,1973,G,,Ourada Films Corp.
855,"Peddler, Dope Dens Of The Orient, Narcotic, The",1973,R,,Dwain Esper
856,Sex Freedom In Germany,1973,X,,Sunset International
857,Wrestling Queen,1973,PG,,Harnell Independent Production
858,Diary Of Forbidden Dreams,1976,R,,United National Films
859,Deep Throat,1973,X,,Aquarius Releasing
860,Instinct For Survival,1973,G,,"Jensen Farley Pictures, Inc."
861,"Death Wheelers, The",1973,PG,,Scotia International
862,Savage Abduction,1973,R,,Cinemation Industries
863,"Farmer's Other Daughter, The",1973,PG,,M.J.L. Production
864,Hollywood Hillside Strangler,1973,R,,Parker National Distribution
865,Passion Potion,1973,R,,Sandy Cobe Productions
866,Gator Bait,1973,R,,Sebastian Films
867,Le Sex Shop,1975,R,,"Quartet, Inc."
868,Pushing Up Daisies,1973,R,,Cannon Releasing Corp.
869,"Hong Kong Cat, The",1973,R,,Hallmark Releasing
870,Behind Locked Doors,1973,R,,Boxoffice International
871,Naked Stewardesses,1973,R,,"Motion Picture Marketing, Inc."
872,Swinging Pussycats,1973,R,,Hemisphere Pictures
873,"Girls Of 42nd Street, The",1973,R,,William Mishkin Films
875,Detroit 9000,1973,R,,Miramax Films
876,"Thirsty Dead, The",1973,PG,,Mitam Productions
877,I Am Curious Yellow,1973,X,,Grove Press Inc.
878,Natalie,1973,R,,Hallmark Releasing
879,Heavy Traffic,1974,R,,American International Pictures
880,"Italian Connection, The",1973,R,,Hallmark Releasing
881,Horror High,1974,PG,,"Crown International Pictures, Inc."
882,Sky High,1973,G,,Robert M. Amram Films - [Production Co.]
883,Blue Money,1973,R,,"Crown International Pictures, Inc."
884,Norma,1982,R,,Lima Productions
885,Private School Girls,1973,X,,Hallmark Releasing
886,I Could Never Have Sex With Any Man Who Has So Little Regard For My Husband,1973,R,,Cinema 5 Ltd.
887,Funny Car Summer,1973,G,,Sandler Films
888,Malatesta's Carnival Of Blood,1973,R,,International Co-Productions
889,Mr. Superinvisible,1973,G,,K-Tel International
890,Shanty Tramp,1973,R,,Ellman Film Enterprises
891,So Sad About Gloria,1973,PG,,Centronics International
892,"Barn Of The Naked Dead, The",1973,R,,C.M.C. Pictures
893,Up Pompeii,1973,R,,Gold Key Entertainment
894,"House Of The Seven Corpses, The",1973,PG,,Emerson Films
895,"Black Six, The",1973,R,,Moonstone Films - [Production Co.]
896,Kung Fu The Punch Of Death,1973,R,,"L.A.N.A. Films, Inc."
897,"Resort Girls, The",1973,R,,Far West Releasing
898,After Jenny Died,1973,R,,Hemisphere Releasing
899,Thunderfist,1973,PG,,Artisan Releasing Corp.
900,Werewolf Of Washington,1973,PG,,Diplomat Pictures
901,"Bedroom Romp Through The Fifth Dimension, A",1973,R,,Edward Montoro Enterprises
902,Pets,1973,R,,International Producers
903,Swingin' Models,1973,R,,Hemisphere Pictures
904,Fire In The Flesh,1973,R,,United International
905,Seventeen And Anxious,1973,R,,Martin Films
906,Cry Of The Wild,1973,PG,,American National Enterprises
907,Hay Country Swingers,1973,R,,Hemisphere Pictures
908,"Go, Johnny, Go",1973,G,,"Sherpix, Inc."
909,"Rock, Rock, Rock",1973,G,,"Sherpix, Inc."
910,"Doll Squad, The",1973,PG,,Geneni Film Distributing
911,"Hunchback Of The Morgue, The",1973,R,,June Film Production Company  - [Production Co.]
912,Cocaine Fiends,1973,PG,,New Line Cinema
913,Night Of The Devils,1973,PG,,Hallmark Releasing
914,"Sensuous Three, The",1973,R,,"Group I Films, Inc."
915,Carnal Circuit,1973,R,,Times Film Corp.
916,"Lemon Grove Kids Meet The Monsters, The",1973,G,,Morgan & Karsten Enterprises
917,"Massage Parlor Murders, The",1973,R,,"Chester Fox, Inc."
918,Tornado On Wheels,1973,G,,Dallas Film Exchange
919,5 Kittens,1973,R,,Peacock Releasing
920,Girls Are For Loving,1973,R,,"Continental, A Division Of Walter Reade Organization"
921,7 Wonders Of The West,1973,G,,Giant 4 Enterprises
922,Without A Stitch,1973,R,,Jack Harris Enterprises
923,"Boss, The",1973,R,,Cinema Shares International
924,"Damn You, Aunt Martha",1973,R,,"McLeod Films, Inc."
925,"Queen Boxer, The",1973,R,,Aquarius Releasing
926,Deranged,1973,R,,"Europix Int'L, Ltd."
927,Fists Of The Double X,1973,R,,Cannon Releasing Corp.
929,Dirty O'Neil,1973,R,,United Producers
930,Office Girls,1973,R,,International Producers
931,Prison Guard,1973,PG,,"Filmaco, Inc."
932,Screaming Tiger,1973,R,,Hallmark Releasing
933,Thunder Kick,1973,R,,Cannon Releasing Corp.
935,Tis A Pity She's A Whore,1973,R,,International Co-Productions
936,They Call Me Hallelujah,1973,PG,,International Co-Productions
937,"Brother, My Song",1973,G,,Eagle International Inc.
938,Solange,1973,R,,Hallmark Releasing
939,And Baby Makes Three,1973,PG,,UFO Distributing Inc.
940,North Country,1973,G,,American National Enterprises
941,Mistress Pamela,1973,R,,"Fanfare Corp., The"
942,"Time For Love, A",1973,PG,,"American Films, Ltd."
943,Fury Of The Black Belt,1973,R,,"L.A.N.A. Films, Inc."
944,"French Conspiracy, The",1973,PG,,Cine Globe Inc.
945,La Grande Bouffe,1998,NC-17,Rated NC-17 for some explicit sexuality.,Sceneries Distribution
946,"Immoral Mr. Teas, The",1973,R,,Eve Productions
947,Mondo Topless,1973,X,,"Eve Productions, Inc."
948,Wild Gals Of The Naked West,1973,R,,Eve Productions
949,International Stewardesses,1973,X,,"Sherpix, Inc."
950,Rebel,1973,PG,,Film Ventures International
951,Black Belt,1973,R,,United International Pictures
952,"Godmothers, The",1973,G,,Viola Film Distributors
953,Running With The Devil,1973,R,,Variety Films
954,"Blood Splattered Bride, The",1973,R,,Europix International
955,Toke,1973,R,,Joe Renteria  - [Production Co.]
956,"Taste Of Hell, A",1973,PG,,Boxoffice International
957,"My Sister, My Love",1973,R,,Stellar IV Film Corp.
958,Man Of Iron,1973,R,,Bardene International Films
960,Love In 3-D,1973,X,,Monarch Releasing. Corp.
961,"Spectre Of Edgar Allan Poe, The",1973,PG,,Cinetel Productions - [Production Co.]
962,"Tall Blond Man With One Black Shoe, The",1973,PG,,Cinema 5 Ltd.
963,Death On Credit,1973,R,,"Rotunda Films, Inc."
964,Karate Killer,1973,R,,United International Pictures
965,Rattler,1973,PG,,Studio 8
966,"So Long, Blue Boy",1973,R,,"Dakota Films, Inc."
967,Angel Of Fear,1973,PG,,American Int'L Pictures & American International Pictures
968,Hard Women,1973,R,,Saxton Films
969,Road Of Death,1973,R,,"Remart International, Inc."
970,Hot Child,1973,R,,Enterprises Productions
971,Is There Sex After Death?,1975,R,,Spencer Productions
972,Dr. Jekyll And Wolfman,1973,R,,"Filmaco, Inc."
973,My Brother Has Bad Dreams,1973,R,,UFO Distributing Corp.
974,Because Of The Cats,1974,R,,International Co-Productions
975,Pepper,1973,R,,Marvin Films
976,"Hanging Woman, The",1973,R,,International Artists
977,"Possessor, The",1973,R,,New Century Pictures
978,Savage Riders,1973,R,,Pioneer World Distributors
